,postcode,year,Accident_risk
6554,BD1 4SP,2013,1.75
6555,BD1 4SX,2012,1.470588235
6556,BD1 5AA,2012,1.166666667
6557,BD1 5AA,2013,2
6558,BD1 5AF,2012,1.142857143
6559,BD1 5AY,2012,2
6560,BD1 5BE,2012,1.5
6561,BD1 5BE,2013,1
6562,BD1 5BL,2012,1
6563,BD1 5DP,2012,1.5
6564,BD1 5DP,2013,2
6565,BD1 5DW,2012,1.230769231
6566,BD1 5HW,2013,1
6567,BD1 5LL,2012,1
6568,BD1 5PS,2012,1
6569,BD1 5PS,2013,1
6570,BD1 5SH,2012,1
6571,BD1 5SH,2013,1
6572,BD10 0BJ,2012,1
6573,BD10 0BL,2012,1.666666667
6574,BD10 0BN,2012,1
6575,BD10 0BN,2013,1
6576,BD10 0BX,2012,1.333333333
6577,BD10 0EF,2012,3
6578,BD10 0EF,2013,2.666666667
6579,BD10 0EH,2012,1.666666667
6580,BD10 0EH,2013,1
6581,BD10 0EY,2012,1.5
6582,BD10 0EY,2013,1.166666667
6583,BD10 0HE,2012,1
6584,BD10 0HN,2012,1.6
6585,BD10 0JX,2012,1.428571429
6586,BD10 0JX,2013,1
6587,BD10 0LE,2012,2
6588,BD10 0LJ,2012,1.4
6589,BD10 0NS,2012,1.666666667
6590,BD10 0PD,2012,1.1
6591,BD10 0PD,2013,1
6592,BD10 0PH,2012,1
6593,BD10 0PH,2013,1.2
6594,BD10 0PX,2012,1
6595,BD10 0PX,2013,1
6596,BD10 0QA,2012,1.5
6597,BD10 0QE,2013,2
6598,BD10 0SN,2012,2.2
6599,BD10 8BA,2013,1
6600,BD10 8BH,2012,1.142857143
6601,BD10 8BH,2013,1
6602,BD10 8HZ,2012,1.5
6603,BD10 8HZ,2013,1.666666667
6604,BD10 8NQ,2012,1.571428571
6605,BD10 8NQ,2013,1
6606,BD10 8PD,2013,2.5
6607,BD10 8PN,2012,1.4
6608,BD10 8PN,2013,1.5
6609,BD10 8QN,2012,1
6610,BD10 8RS,2012,1.333333333
6611,BD10 8TQ,2012,1.8
6612,BD10 8TQ,2013,2
6613,BD10 9AQ,2012,1.428571429
6614,BD10 9AQ,2013,1.857142857
6615,BD10 9AS,2012,1.5
6616,BD10 9BN,2012,1
6617,BD10 9BN,2013,1.5
6618,BD10 9BW,2012,1.5
6619,BD10 9BW,2013,1.375
6620,BD10 9JS,2012,1.5
6621,BD10 9JS,2013,1
6622,BD10 9PA,2012,2.111111111
6623,BD10 9PA,2013,1
6624,BD10 9PP,2012,1
6625,BD10 9PP,2013,1
6626,BD10 9QL,2012,1
6627,BD10 9QN,2012,1.25
6628,BD10 9RQ,2012,1
6629,BD10 9RQ,2013,1
6630,BD10 9RT,2012,2.2
6631,BD10 9RT,2013,1.272727273
6632,BD10 9SU,2012,1.75
6633,BD10 9TB,2012,1.333333333
6634,BD11 1AH,2012,1.333333333
6635,BD11 1AH,2013,1.333333333
6636,BD11 1AL,2012,1
6637,BD11 1AL,2013,1
6638,BD11 1BN,2012,1
6639,BD11 1BN,2013,1
6640,BD11 1EA,2012,2
6641,BD11 1EZ,2012,1
6642,BD11 1HY,2012,1
6643,BD11 1HY,2013,1.8
6644,BD11 1JH,2012,1
6645,BD11 1JL,2012,1.444444444
6646,BD11 1JT,2012,1.5
6647,BD11 1JZ,2012,1.2
6648,BD11 1JZ,2013,1.666666667
6649,BD11 1LW,2012,2.5
6650,BD11 1NB,2012,1
6651,BD11 2BE,2012,2.6
6652,BD11 2DR,2012,1.4
6653,BD11 2DR,2013,2.5
6654,BD11 2HX,2012,1.666666667
6655,BD11 2HX,2013,2
6656,BD11 2JX,2012,1.4
6657,BD11 2JX,2013,1.5
6658,BD11 2LL,2012,1.5
6659,BD11 2LL,2013,1
6660,BD11 2LU,2012,2
6661,BD11 2LU,2013,1
6662,BD11 2NA,2012,1
6663,BD11 2NA,2013,1
6664,BD11 2NE,2012,1
6665,BD11 2NE,2013,2
6666,BD11 2NX,2012,1.8
6667,BD11 2NX,2013,1
6668,BD11 2PL,2012,1
6669,BD12 0AB,2012,1.571428571
6670,BD12 0HQ,2012,1.333333333
6671,BD12 0HQ,2013,2
6672,BD12 0LH,2013,1
6673,BD12 0LJ,2012,2
6674,BD12 0PD,2012,1
6675,BD12 0PD,2013,1
6676,BD12 0TJ,2012,1
6677,BD12 0TL,2012,1.444444444
6678,BD12 0TL,2013,1
6679,BD12 0TW,2012,1.666666667
6680,BD12 0TW,2013,1
6681,BD12 0UD,2013,1
6682,BD12 7AA,2012,1
6683,BD12 7AA,2013,1
6684,BD12 7BB,2012,1.666666667
6685,BD12 7BB,2013,1.666666667
6686,BD12 7EH,2012,1.25
6687,BD12 7EH,2013,1.333333333
6688,BD12 7EN,2012,1
6689,BD12 7EN,2013,1.333333333
6690,BD12 7ES,2012,1.857142857
6691,BD12 7HL,2012,1.166666667
6692,BD12 7HL,2013,2.5
6693,BD12 7HW,2013,2
6694,BD12 7HY,2012,2
6695,BD12 7HY,2013,1
6696,BD12 8AJ,2012,1
6697,BD12 8AJ,2013,1
6698,BD12 8AL,2012,1
6699,BD12 8BD,2012,1
6700,BD12 8HN,2012,1.2
6701,BD12 8HN,2013,1.6
6702,BD12 8HT,2012,1
6703,BD12 8HT,2013,1.333333333
6704,BD12 8LL,2012,1.142857143
6705,BD12 8LP,2012,1
6706,BD12 8LP,2013,1
6707,BD12 8NP,2012,1.333333333
6708,BD12 8NP,2013,1
6709,BD12 8PE,2012,1
6710,BD12 8PE,2013,2
6711,BD12 9AB,2012,1.75
6712,BD12 9AB,2013,1.166666667
6713,BD12 9DB,2012,1.333333333
6714,BD12 9DX,2013,1
6715,BD12 9DY,2012,1.5
6716,BD12 9JA,2013,1
6717,BD12 9JF,2012,1.666666667
6718,BD12 9JF,2013,1.5
6719,BD12 9LA,2012,1.181818182
6720,BD12 9LA,2013,2
6721,BD12 9LP,2012,1.384615385
6722,BD12 9NT,2012,1.777777778
6723,BD13 1AF,2012,1
6724,BD13 1AF,2013,1
6725,BD13 1BX,2012,1
6726,BD13 1BZ,2012,1
6727,BD13 1DP,2012,3
6728,BD13 1DP,2013,1.25
6729,BD13 1EH,2012,1
6730,BD13 1EL,2012,1.285714286
6731,BD13 1EL,2013,1.142857143
6732,BD13 1ES,2012,2.25
6733,BD13 1LN,2012,1
6734,BD13 1LN,2013,1
6735,BD13 1LQ,2012,2
6736,BD13 1LQ,2013,1.888888889
6737,BD13 1LS,2012,2
6738,BD13 1LT,2012,2.4
6739,BD13 1LT,2013,1
6740,BD13 1NA,2012,2
6741,BD13 1NA,2013,2.5
6742,BD13 1NE,2012,1.2
6743,BD13 1PQ,2012,3
6744,BD13 1QA,2012,1.222222222
6745,BD13 1QA,2013,1.333333333
6746,BD13 1QD,2012,1.6
6747,BD13 1QD,2013,2
6748,BD13 1QF,2012,3
6749,BD13 2AA,2012,1
6750,BD13 2AA,2013,1
6751,BD13 2BH,2012,1.727272727
6752,BD13 2BH,2013,1
6753,BD13 2DD,2012,1
6754,BD13 2DL,2012,3
6755,BD13 2HB,2012,1.2
6756,BD13 2HB,2013,1
6757,BD13 2NN,2012,1
6758,BD13 2PQ,2013,1
6759,BD13 2PY,2012,1
6760,BD13 2QS,2012,1
6761,BD13 3EL,2012,1
6762,BD13 3EL,2013,1.666666667
6763,BD13 3EN,2012,1
6764,BD13 3GF,2012,1
6765,BD13 3JS,2012,2
6766,BD13 3JS,2013,1
6767,BD13 3LP,2012,1.142857143
6768,BD13 3LP,2013,1
6769,BD13 3NH,2012,1
6770,BD13 3NN,2012,1.5
6771,BD13 3NN,2013,1
6772,BD13 3QL,2012,1
6773,BD13 3QL,2013,1.666666667
6774,BD13 3RE,2012,2
6775,BD13 3RE,2013,4
6776,BD13 3RH,2012,1.25
6777,BD13 3RH,2013,1
6778,BD13 3RP,2012,1
6779,BD13 3RS,2012,1.555555556
6780,BD13 3RS,2013,1
6781,BD13 3SD,2012,1.333333333
6782,BD13 3SD,2013,2.111111111
6783,BD13 3SS,2012,1.333333333
6784,BD13 4BL,2013,2
6785,BD13 4DE,2012,1
6786,BD13 4DP,2012,1
6787,BD13 4DP,2013,2.5
6788,BD13 4EA,2013,1
6789,BD13 4EN,2012,2
6790,BD13 4EN,2013,1
6791,BD13 4EP,2012,1.2
6792,BD13 4EP,2013,2
6793,BD13 4FD,2012,1.25
6794,BD13 4FG,2012,1.7
6795,BD13 4FG,2013,1.5
6796,BD13 4HB,2012,2
6797,BD13 4HF,2012,1
6798,BD13 4HF,2013,1
6799,BD13 4HG,2012,1
6800,BD13 4JA,2012,1.5
6801,BD13 4JU,2012,1.5
6802,BD13 4NR,2012,1.285714286
6803,BD13 4NR,2013,1
6804,BD13 5BP,2012,1.4
6805,BD13 5DD,2012,1.111111111
6806,BD13 5DT,2012,1.5
6807,BD13 5ED,2012,1.375
6808,BD13 5ED,2013,1
6809,BD13 5EG,2012,1.666666667
6810,BD13 5EG,2013,1
6811,BD13 5JE,2012,1
6812,BD13 5JE,2013,1.25
6813,BD14 6BA,2012,1
6814,BD14 6DA,2012,1.142857143
6815,BD14 6DA,2013,2.666666667
6816,BD14 6DN,2012,1
6817,BD14 6DN,2013,1
6818,BD14 6DW,2013,1
6819,BD14 6HD,2013,1
6820,BD14 6JA,2012,1.923076923
6821,BD14 6JA,2013,1
6822,BD14 6JQ,2012,1
6823,BD14 6JQ,2013,1.5
6824,BD14 6LR,2012,1.333333333
6825,BD14 6NE,2012,1.75
6826,BD14 6NE,2013,1
6827,BD14 6NT,2012,1.142857143
6828,BD14 6NT,2013,1.25
6829,BD14 6PX,2012,1
6830,BD14 6PX,2013,1
6831,BD14 6PZ,2012,2.75
6832,BD15 0DQ,2012,1
6833,BD15 0DW,2012,1.090909091
6834,BD15 0DW,2013,1
6835,BD15 0EA,2012,1
6836,BD15 0EA,2013,1.333333333
6837,BD15 0HQ,2012,1.666666667
6838,BD15 0HQ,2013,1
6839,BD15 0LE,2012,1.5
6840,BD15 0NJ,2012,1.555555556
6841,BD15 0NJ,2013,1.666666667
6842,BD15 7AB,2012,1.375
6843,BD15 7AB,2013,1
6844,BD15 7DX,2012,1.5
6845,BD15 7DX,2013,2
6846,BD15 7NR,2013,1.5
6847,BD15 7QB,2012,1.571428571
6848,BD15 7QU,2012,1
6849,BD15 7QU,2013,3.5
6850,BD15 7TB,2012,1.6875
6851,BD15 7YS,2012,1
6852,BD15 7YS,2013,2
6853,BD15 9AD,2012,1.5
6854,BD15 9BJ,2012,1
6855,BD15 9JB,2013,3
6856,BD15 9JP,2012,1
6857,BD15 9JP,2013,2
6858,BD15 9LJ,2012,1.090909091
6859,BD15 9LJ,2013,4
6860,BD16 1AH,2012,1.5
6861,BD16 1AH,2013,1
6862,BD16 1AS,2012,3
6863,BD16 1BB,2012,2.666666667
6864,BD16 1BB,2013,1.333333333
6865,BD16 1BJ,2012,2
6866,BD16 1BJ,2013,1
6867,BD16 1BQ,2012,2
6868,BD16 1BQ,2013,2
6869,BD16 1BU,2012,1
6870,BD16 1BU,2013,1.5
6871,BD16 1DE,2012,1
6872,BD16 1DR,2012,2.272727273
6873,BD16 1EE,2012,1
6874,BD16 1EE,2013,1
6875,BD16 1JX,2012,1.25
6876,BD16 1LS,2012,2.4
6877,BD16 1NB,2012,1.25
6878,BD16 1NB,2013,1
6879,BD16 1PB,2012,1.4
6880,BD16 1PE,2012,1
6881,BD16 1PE,2013,1
6882,BD16 1PF,2012,2.5
6883,BD16 1PF,2013,1.5
6884,BD16 1PJ,2012,1
6885,BD16 1QH,2013,2
6886,BD16 1RZ,2012,1
6887,BD16 1RZ,2013,1
6888,BD16 1SZ,2012,1
6889,BD16 1SZ,2013,1
6890,BD16 1TP,2013,1.4
6891,BD16 1TT,2012,1
6892,BD16 1TT,2013,1
6893,BD16 1TX,2012,1
6894,BD16 1TX,2013,1
6895,BD16 1UD,2012,1.555555556
6896,BD16 1UU,2012,1.466666667
6897,BD16 2AA,2012,1
6898,BD16 2AG,2012,2
6899,BD16 2AG,2013,1.4
6900,BD16 2AZ,2012,1.909090909
6901,BD16 2DZ,2012,1.5
6902,BD16 2EL,2012,1
6903,BD16 2EZ,2013,3
6904,BD16 2HA,2012,1.333333333
6905,BD16 2HH,2012,1.5
6906,BD16 2HH,2013,1
6907,BD16 2HL,2012,1.5
6908,BD16 2HL,2013,1
6909,BD16 2HR,2012,1
6910,BD16 2HT,2012,1
6911,BD16 2HT,2013,2
6912,BD16 2JW,2012,1.5
6913,BD16 2JW,2013,1
6914,BD16 2LF,2012,1.615384615
6915,BD16 2LF,2013,2
6916,BD16 2LU,2012,1.75
6917,BD16 2LU,2013,1
6918,BD16 2NW,2012,1.666666667
6919,BD16 2NW,2013,1
6920,BD16 2NX,2012,1
6921,BD16 2NX,2013,2
6922,BD16 2QA,2013,1
6923,BD16 2RH,2012,1.5
6924,BD16 2RS,2012,1.083333333
6925,BD16 2RS,2013,1
6926,BD16 2RY,2012,2.2
6927,BD16 3AE,2012,1.428571429
6928,BD16 3BA,2012,5
6929,BD16 3BQ,2012,4
6930,BD16 3BQ,2013,1
6931,BD16 3LH,2012,1.333333333
6932,BD16 3LH,2013,1
6933,BD16 4AT,2012,1.5
6934,BD16 4BD,2013,2
6935,BD16 4BU,2012,2
6936,BD16 4BY,2012,1
6937,BD16 4BY,2013,1.333333333
6938,BD16 4DN,2012,1.6
6939,BD16 4DN,2013,1
6940,BD16 4EE,2012,1
6941,BD16 4EE,2013,1.5
6942,BD16 4JD,2012,1.25
6943,BD16 4JD,2013,1
6944,BD16 4PG,2013,1
6945,BD16 4PR,2012,1.75
6946,BD16 4QX,2012,1
6947,BD16 4QX,2013,1
6948,BD16 4RL,2012,2
6949,BD16 4RL,2013,2
6950,BD17,2012,1
6951,BD17 5AJ,2012,1.25
6952,BD17 5AJ,2013,2.333333333
6953,BD17 5AY,2012,1.333333333
6954,BD17 5AY,2013,1
6955,BD17 5BS,2012,1
6956,BD17 5HU,2012,1.333333333
6957,BD17 5HU,2013,1
6958,BD17 5JS,2012,1.6
6959,BD17 5PF,2012,2
6960,BD17 5PF,2013,1.2
6961,BD17 5PX,2012,2
6962,BD17 5PX,2013,1
6963,BD17 5QP,2012,1.666666667
6964,BD17 5QP,2013,2.5
6965,BD17 5RH,2012,2
6966,BD17 6BG,2012,2
6967,BD17 6BG,2013,2
6968,BD17 6LQ,2012,1.363636364
6969,BD17 6LQ,2013,1
6970,BD17 6LW,2012,1.333333333
6971,BD17 6TB,2012,1
6972,BD17 6UE,2012,1
6973,BD17 6UE,2013,1
6974,BD17 7AA,2012,1.25
6975,BD17 7AA,2013,1.666666667
6976,BD17 7AD,2012,1
6977,BD17 7AD,2013,1.6
6978,BD17 7AF,2012,2
6979,BD17 7BP,2013,1
6980,BD17 7BW,2012,1
6981,BD17 7DH,2012,1
6982,BD17 7DH,2013,1
6983,BD17 7EG,2012,1.142857143
6984,BD17 7EG,2013,1.571428571
6985,BD17 7EP,2012,1.4
6986,BD17 7FA,2012,1.466666667
6987,BD17 7JN,2012,1
6988,BD17 7PS,2013,1
6989,BD17 7QN,2012,1.875
6990,BD17 7QP,2012,2.2
6991,BD17 7QP,2013,1.666666667
6992,BD17 7RN,2013,1
6993,BD18 1AP,2012,1
6994,BD18 1BX,2012,1.166666667
6995,BD18 1BX,2013,1.428571429
6996,BD18 1LJ,2012,1
6997,BD18 1LJ,2013,1
6998,BD18 1NT,2012,1
6999,BD18 1PT,2012,2
7000,BD18 1PT,2013,1
7001,BD18 2BJ,2012,1
7002,BD18 2BT,2012,1
7003,BD18 2BY,2012,1.266666667
7004,BD18 2BY,2013,1.333333333
7005,BD18 2DD,2012,1.4
7006,BD18 2DD,2013,2
7007,BD18 2DS,2012,1.875
7008,BD18 2EA,2012,1.65
7009,BD18 2EA,2013,1
7010,BD18 2EW,2012,1.75
7011,BD18 2EW,2013,2
7012,BD18 2HF,2012,2.25
7013,BD18 2HR,2012,1.666666667
7014,BD18 2JL,2012,1
7015,BD18 2JL,2013,1
7016,BD18 2JP,2012,1
7017,BD18 2JR,2012,1.2
7018,BD18 2JR,2013,1
7019,BD18 2JY,2012,1
7020,BD18 2NE,2012,1.222222222
7021,BD18 2PA,2012,1.083333333
7022,BD18 2PA,2013,1
7023,BD18 2PR,2012,1.142857143
7024,BD18 2PR,2013,1
7025,BD18 2PT,2012,1.285714286
7026,BD18 3AL,2012,1
7027,BD18 3AL,2013,1.5
7028,BD18 3AN,2012,1.166666667
7029,BD18 3DR,2012,1.666666667
7030,BD18 3EA,2012,1
7031,BD18 3ED,2012,1
7032,BD18 3HD,2012,1.25
7033,BD18 3HZ,2012,1.5
7034,BD18 3HZ,2013,1
7035,BD18 3JG,2012,1
7036,BD18 3JN,2012,1.333333333
7037,BD18 3LQ,2012,1
7038,BD18 3LQ,2013,1.5
7039,BD18 3LU,2012,2
7040,BD18 3LU,2013,1.25
7041,BD18 3NJ,2012,1
7042,BD18 3NJ,2013,1
7043,BD18 3NR,2012,1
7044,BD18 3NR,2013,1.333333333
7045,BD18 3NT,2012,1.5
7046,BD18 3NT,2013,3
7047,BD18 3PJ,2012,1.333333333
7048,BD18 3PJ,2013,1
7049,BD18 3PR,2012,1
7050,BD18 3PU,2012,1.285714286
7051,BD18 3PU,2013,1
7052,BD18 3PY,2012,1.5
7053,BD18 3PY,2013,1.25
7054,BD18 3QA,2012,1
7055,BD18 3QQ,2012,1.894736842
7056,BD18 3QQ,2013,2
7057,BD18 3QW,2012,1.333333333
7058,BD18 3SP,2012,1
7059,BD18 3SR,2012,1
7060,BD18 4AA,2012,1
7061,BD18 4BQ,2013,1
7062,BD18 4BU,2012,1
7063,BD18 4BU,2013,1
7064,BD18 4DH,2012,1.533333333
7065,BD18 4DH,2013,1
7066,BD18 4DR,2012,1.833333333
7067,BD18 4DW,2012,1.789473684
7068,BD18 4DW,2013,2
7069,BD18 4HP,2012,1
7070,BD18 4HS,2012,1
7071,BD18 4HS,2013,1
7072,BD18 4JH,2012,2.333333333
7073,BD18 4JH,2013,1
7074,BD18 4LJ,2012,1.5
7075,BD18 4ND,2013,2
7076,BD18 4NL,2012,1
7077,BD18 4NR,2012,3
7078,BD18 4PB,2012,1.75
7079,BD18 4PB,2013,4
7080,BD18 4RJ,2012,1
7081,BD18 4RJ,2013,1
7082,BD18 4RU,2012,1.666666667
7083,BD18 4SB,2012,1.75
7084,BD18 4SB,2013,1.666666667
7085,BD18 4SE,2012,1.5
7086,BD18 4SE,2013,1
7087,BD18 4SJ,2012,1.5
7088,BD19 3ED,2012,1.25
7089,BD19 3ED,2013,1.285714286
7090,BD19 3HS,2012,2
7091,BD19 3HZ,2012,1.555555556
7092,BD19 3HZ,2013,1.333333333
7093,BD19 3JH,2012,1
7094,BD19 3JH,2013,1
7095,BD19 3JX,2012,1.333333333
7096,BD19 3LX,2012,1
7097,BD19 3NU,2012,1
7098,BD19 3NU,2013,1.5
7099,BD19 3QB,2012,1.75
7100,BD19 3QL,2012,2.666666667
7101,BD19 3QL,2013,1.6
7102,BD19 3QT,2012,1.6
7103,BD19 3RU,2012,1
7104,BD19 3RU,2013,1.5
7105,BD19 3SX,2012,1
7106,BD19 3SX,2013,1.25
7107,BD19 3UD,2012,1.428571429
7108,BD19 3UD,2013,1.4
7109,BD19 3UQ,2012,1.333333333
7110,BD19 3UQ,2013,1
7111,BD19 4AA,2012,2
7112,BD19 4AZ,2012,1.5
7113,BD19 4AZ,2013,3
7114,BD19 4BZ,2012,1
7115,BD19 4DB,2012,1
7116,BD19 4DB,2013,1
7117,BD19 4DL,2012,1.555555556
7118,BD19 4DL,2013,1
7119,BD19 4EJ,2013,1
7120,BD19 4HL,2012,2.25
7121,BD19 4JR,2012,1
7122,BD19 4JR,2013,1.25
7123,BD19 4NU,2012,1
7124,BD19 4NU,2013,1
7125,BD19 4PN,2012,1.583333333
7126,BD19 4PN,2013,1
7127,BD19 4QH,2012,1.5
7128,BD19 4QL,2012,1.5
7129,BD19 4QS,2012,1.5
7130,BD19 4QS,2013,1.5
7131,BD19 4RB,2012,1.125
7132,BD19 4RB,2013,1
7133,BD19 4TY,2012,2.5
7134,BD19 5AE,2012,1.166666667
7135,BD19 5AE,2013,1
7136,BD19 5AQ,2012,2
7137,BD19 5AQ,2013,1.5
7138,BD19 5BA,2012,1
7139,BD19 5BA,2013,1.333333333
7140,BD19 5BJ,2012,1.5
7141,BD19 5BJ,2013,1
7142,BD19 5DL,2012,1
7143,BD19 5DL,2013,1.571428571
7144,BD19 5ET,2012,1.166666667
7145,BD19 5ET,2013,1.5
7146,BD19 5EY,2012,1
7147,BD19 5EY,2013,1.5
7148,BD19 6AR,2013,1.5
7149,BD19 6BU,2012,1.285714286
7150,BD19 6BU,2013,1.2
7151,BD19 6HH,2013,1
7152,BD19 6HQ,2012,2.5
7153,BD19 6HS,2012,1
7154,BD19 6HS,2013,1
7155,BD19 6LH,2012,2
7156,BD19 6LH,2013,1
7157,BD19 6LN,2012,1.333333333
7158,BD19 6LS,2012,1
7159,BD19 6LS,2013,2
7160,BD19 6NR,2012,1.5
7161,BD19 6NR,2013,1.333333333
7162,BD19 6PH,2012,1.428571429
7163,BD19 6PL,2012,3
7164,BD19 6PL,2013,1.333333333
7165,BD2,2012,1
7166,BD2,2013,1
7167,BD2 1AB,2012,1.6
7168,BD2 1AF,2012,1.636363636
7169,BD2 1AP,2012,1.857142857
7170,BD2 1AP,2013,1
7171,BD2 1AU,2012,1.692307692
7172,BD2 1AZ,2012,2
7173,BD2 1BD,2012,1
7174,BD2 1BD,2013,1
7175,BD2 1BG,2012,2.5
7176,BD2 1DH,2012,1
7177,BD2 1DS,2013,1
7178,BD2 1DY,2012,1
7179,BD2 1DY,2013,1
7180,BD2 1EA,2012,1
7181,BD2 1FA,2012,1
7182,BD2 1FT,2012,1.5
7183,BD2 1HL,2012,1.4
7184,BD2 1NH,2012,1.166666667
7185,BD2 1NW,2012,1.375
7186,BD2 1NW,2013,1.285714286
7187,BD2 1PH,2012,3
7188,BD2 1QE,2012,1.6
7189,BD2 1QE,2013,3
7190,BD2 1QN,2012,1
7191,BD2 1QN,2013,2.333333333
7192,BD2 2DE,2012,1.333333333
7193,BD2 2DW,2012,2
7194,BD2 2DW,2013,3
7195,BD2 2DX,2013,1.5
7196,BD2 2ES,2012,1.8
7197,BD2 2JP,2012,1
7198,BD2 2JT,2012,1.615384615
7199,BD2 2LU,2012,1
7200,BD2 2NE,2012,1.25
7201,BD2 2NE,2013,1.166666667
7202,BD2 3AH,2012,1.75
7203,BD2 3AQ,2012,1.4
7204,BD2 3AQ,2013,1
7205,BD2 3DD,2012,1
7206,BD2 3DD,2013,1.5
7207,BD2 3DT,2012,1.8
7208,BD2 3HU,2012,2
7209,BD2 3JD,2012,2
7210,BD2 3JT,2012,3
7211,BD2 3JT,2013,1
7212,BD2 3JX,2012,1.666666667
7213,BD2 3JX,2013,1.4
7214,BD2 3LR,2012,1
7215,BD2 3LW,2012,1
7216,BD2 3NH,2012,1.4
7217,BD2 3NH,2013,2
7218,BD2 3PL,2012,2.333333333
7219,BD2 3PL,2013,1.5
7220,BD2 3RS,2012,2.375
7221,BD2 3RS,2013,1
7222,BD2 4AB,2012,2
7223,BD2 4AB,2013,3
7224,BD2 4BN,2012,1.333333333
7225,BD2 4BN,2013,2
7226,BD2 4BT,2012,1
7227,BD2 4BT,2013,1.5
7228,BD2 4BU,2012,2.5
7229,BD2 4EQ,2012,1.142857143
7230,BD2 4EQ,2013,1
7231,BD2 4EU,2012,1
7232,BD2 4EU,2013,1.285714286
7233,BD2 4JS,2012,1
7234,BD2 4LP,2012,1.090909091
7235,BD2 4LY,2012,2
7236,BD2 4PN,2013,3
7237,BD2 4QF,2012,2
7238,BD2 4QS,2012,1
7239,BD2 4QS,2013,1.333333333
7240,BD2 4RD,2012,1
7241,BD2 4RD,2013,2
7242,BD2 4RL,2012,1.5
7243,BD2 4RL,2013,1.666666667
7244,BD2 4RW,2012,1
7245,BD2 4RW,2013,4
7246,BD2 4SR,2012,1
7247,BD2 4SR,2013,3
7248,BD20,2012,1.866666667
7249,BD20,2013,1
7250,BD20 0AJ,2012,1.166666667
7251,BD20 0AJ,2013,1
7252,BD20 0BH,2012,1.6
7253,BD20 0DX,2012,1.666666667
7254,BD20 0DX,2013,1.25
7255,BD20 0EB,2012,2.222222222
7256,BD20 0FJ,2012,1.25
7257,BD20 0FJ,2013,1
7258,BD20 0JT,2012,4
7259,BD20 0JT,2013,1
7260,BD20 0JY,2012,1.8
7261,BD20 0JY,2013,1.4
7262,BD20 0NR,2012,1.875
7263,BD20 0NR,2013,1
7264,BD20 0PB,2012,1
7265,BD20 0PB,2013,1
7266,BD20 5JT,2012,2
7267,BD20 5JT,2013,2
7268,BD20 5NG,2012,1
7269,BD20 5NG,2013,1
7270,BD20 5RX,2012,1.25
7271,BD20 5RX,2013,1
7272,BD20 5SP,2012,1.714285714
7273,BD20 5SP,2013,1.285714286
7274,BD20 5UP,2013,1
7275,BD20 6AB,2013,2
7276,BD20 6AQ,2012,1
7277,BD20 6DQ,2012,1
7278,BD20 6EB,2012,2.142857143
7279,BD20 6EB,2013,2
7280,BD20 6EJ,2012,2
7281,BD20 6FA,2012,1.166666667
7282,BD20 6FE,2012,1.538461538
7283,BD20 6FE,2013,5
7284,BD20 6HH,2012,1
7285,BD20 6HH,2013,3
7286,BD20 6LD,2013,2
7287,BD20 6LH,2012,4
7288,BD20 6LS,2012,1
7289,BD20 6LS,2013,1.125
7290,BD20 6NR,2012,1.25
7291,BD20 6NS,2012,1
7292,BD20 6NW,2012,2.416666667
7293,BD20 6NW,2013,2
7294,BD20 6PD,2012,1
7295,BD20 6PD,2013,1.666666667
7296,BD20 6QS,2012,1
7297,BD20 6QS,2013,1
7298,BD20 6QY,2013,1.5
7299,BD20 6RG,2012,2
7300,BD20 6RH,2012,1.2
7301,BD20 6SA,2013,1
7302,BD20 6SE,2012,1.2
7303,BD20 6SQ,2012,1
7304,BD20 6SQ,2013,1
7305,BD20 7AA,2012,1.666666667
7306,BD20 7AA,2013,1
7307,BD20 7BD,2012,1.6
7308,BD20 7BD,2013,1
7309,BD20 7BQ,2012,1.333333333
7310,BD20 7BQ,2013,5
7311,BD20 7RL,2012,1
7312,BD20 8BZ,2012,1
7313,BD20 8BZ,2013,2
7314,BD20 8EA,2012,1.8
7315,BD20 8EA,2013,1
7316,BD20 8JW,2012,1.5
7317,BD20 8PJ,2012,1
7318,BD20 8PJ,2013,1.5
7319,BD20 8PN,2012,1
7320,BD20 8SR,2012,1
7321,BD20 8TA,2013,1
7322,BD20 8TT,2012,1
7323,BD20 8UH,2012,1.111111111
7324,BD20 8UH,2013,1
7325,BD20 8UN,2012,1.666666667
7326,BD20 8UN,2013,1
7327,BD20 9AQ,2012,2
7328,BD20 9BB,2012,1.25
7329,BD20 9BB,2013,1.4
7330,BD20 9BT,2012,1.25
7331,BD20 9HB,2012,1
7332,BD20 9JB,2012,1
7333,BD20 9JB,2013,1
7334,BD20 9PR,2012,1.5
7335,BD20 9PR,2013,1.6
7336,BD21 1AG,2012,1.166666667
7337,BD21 1AJ,2012,1.571428571
7338,BD21 1AJ,2013,1.75
7339,BD21 1BB,2012,1
7340,BD21 1BB,2013,1.285714286
7341,BD21 1BP,2012,1
7342,BD21 1BP,2013,1
7343,BD21 1BW,2012,1.666666667
7344,BD21 1DD,2012,1.25
7345,BD21 1JS,2012,1
7346,BD21 1LY,2012,1.333333333
7347,BD21 1NR,2012,2
7348,BD21 1PW,2012,1.8
7349,BD21 1PW,2013,1
7350,BD21 1QX,2012,2
7351,BD21 2AT,2012,1
7352,BD21 2AT,2013,1.8
7353,BD21 2BH,2012,1
7354,BD21 2BH,2013,1
